proper_time,time,nodes,dofs,levels,alpha,mass
6.6915169442745555,14.837806701660156,836,697,20,0.5724799475225585,5.104166666666667
6.691560621038389,14.837882995605469,836,697,20,0.5724802241626498,5.104166666666667
6.691604297823334,14.837959289550781,836,697,20,0.5724805009856929,5.104166666666667
6.691647974629408,14.838035583496094,836,697,20,0.5724807779916935,5.104166666666667
6.691691651456621,14.838111877441406,836,697,20,0.5724810551806544,5.104166666666667
6.691735328304988,14.838188171386719,836,697,20,0.5724813325525756,5.104166666666667
6.6917790051745225,14.838264465332031,836,697,20,0.5724816101074617,5.104166666666667
6.691822682065241,14.838340759277344,836,697,20,0.5724818878453065,5.104166666666667
6.6918663589771565,14.838417053222656,836,697,20,0.5724821657661213,5.104166666666667
6.691910035910281,14.838493347167969,836,697,20,0.5724824438699015,5.104166666666667
6.691953712864629,14.838569641113281,836,697,20,0.5724827221566507,5.104166666666667
6.691997389840218,14.838645935058594,836,697,20,0.5724830006263699,5.104166666666667
6.692030147585922,14.838703155517578,849,703,21,0.572483209600944,5.104166666666667
6.69205198608979,14.838741302490234,849,703,21,0.5724833489774466,5.104166666666667
6.692073824598974,14.83877944946289,849,703,21,0.5724834883996873,5.104166666666667
6.692095663113482,14.838817596435547,849,703,21,0.5724836278676738,5.104166666666667
6.692117501633305,14.838855743408203,849,703,21,0.5724837673814017,5.104166666666667
6.6921393401584535,14.83889389038086,849,703,21,0.57248390694087,5.104166666666667
6.692161178688931,14.838932037353516,849,703,21,0.5724840465460814,5.104166666666667
6.692183017224737,14.838970184326172,849,703,21,0.5724841861970343,5.104166666666667
6.692204855765873,14.839008331298828,849,703,21,0.5724843258937321,5.104166666666667
6.692226694312337,14.839046478271484,849,703,21,0.5724844656361718,5.104166666666667
6.692248532864131,14.83908462524414,849,703,21,0.5724846054243534,5.104166666666667
6.6922703714212535,14.839122772216797,849,703,21,0.5724847452582804,5.104166666666667
6.692292209983707,14.839160919189453,849,703,21,0.5724848851379524,5.104166666666667
6.692314048551506,14.83919906616211,849,703,21,0.5724850250633671,5.104166666666667
6.692335887124637,14.839237213134766,849,703,21,0.5724851650345266,5.104166666666667
6.692357725703111,14.839275360107422,849,703,21,0.5724853050514305,5.104166666666667
6.692379564286928,14.839313507080078,849,703,21,0.5724854451140766,5.104166666666667
6.692401402876087,14.839351654052734,849,703,21,0.5724855852224688,5.104166666666667
6.692416143926812,14.839377403259277,862,709,22,0.5724856798243511,5.104166666666667
6.692427063225235,14.839396476745605,862,709,22,0.5724857499155285,5.104166666666667
6.692437982524994,14.839415550231934,862,709,22,0.5724858200181443,5.104166666666667
6.69244890182609,14.839434623718262,862,709,22,0.572485890132197,5.104166666666667
6.692459821128524,14.83945369720459,862,709,22,0.5724859602576798,5.104166666666667
6.692470740432295,14.839472770690918,862,709,22,0.5724860303945967,5.104166666666667
6.692481659737404,14.839491844177246,862,709,22,0.5724861005429527,5.104166666666667
6.692492579043852,14.839510917663574,862,709,22,0.5724861707027403,5.104166666666667
6.692503498351638,14.839529991149902,862,709,22,0.5724862408739667,5.104166666666667
6.692514417660761,14.83954906463623,862,709,22,0.5724863110566204,5.104166666666667
6.692525336971224,14.839568138122559,862,709,22,0.5724863812507149,5.104166666666667
6.692536256283026,14.839587211608887,862,709,22,0.572486451456243,5.104166666666667
6.692547175596167,14.839606285095215,862,709,22,0.5724865216732059,5.104166666666667
6.692558094910648,14.839625358581543,862,709,22,0.5724865919016051,5.104166666666667
6.692569014226468,14.839644432067871,862,709,22,0.5724866621414397,5.104166666666667
6.692574746867817,14.839654445648193,875,715,23,0.5724866990260844,5.104166666666667
6.692580206526589,14.839663982391357,875,715,23,0.5724867341576667,5.104166666666667
6.692585666185697,14.839673519134521,875,715,23,0.5724867692921046,5.104166666666667
6.69259112584514,14.839683055877686,875,715,23,0.5724868044294007,5.104166666666667
6.692596585504918,14.83969259262085,875,715,23,0.5724868395695528,5.104166666666667
6.692602045165032,14.839702129364014,875,715,23,0.572486874712566,5.104166666666667
6.69260750482548,14.839711666107178,875,715,23,0.5724869098584319,5.104166666666667
6.692612964486262,14.839721202850342,875,715,23,0.5724869450071552,5.104166666666667
6.69261842414738,14.839730739593506,875,715,23,0.5724869801587373,5.104166666666667
6.692623883808833,14.83974027633667,875,715,23,0.5724870153131781,5.104166666666667
6.692629343470623,14.839749813079834,875,715,23,0.5724870504704747,5.104166666666667
6.692634803132748,14.839759349822998,875,715,23,0.5724870856306289,5.104166666666667
6.692640262795208,14.839768886566162,875,715,23,0.5724871207936416,5.104166666666667
6.692645722458003,14.839778423309326,875,715,23,0.5724871559595099,5.104166666666667
